AT,V,AP,RH,PE
10.67,45,1022.99,85.91,481.83
18.76,44.71,1015.15,30.83,462.18
18.02,49.78,1003.86,100.09,451.41
5.76,45.87,1010.83,95.79,481.4
23,60.27,1018.72,84.25,442
31.41,74.16,1011.1,57.05,434.88
26.31,48.6,1002.64,60.04,440.06
10.68,37.92,1009.59,65.05,474.03
18.55,46.48,1007.34,80.67,452.37
13.93,40.2,1013.41,89.86,466.47
27,69.4,1004.86,82.2,433.83
27.19,62.91,1011.57,53.66,444.8
21.89,74.78,1010.35,80.39,444.6
22.61,49.3,1003.51,83.02,441.76
6.15,40.07,1020.2,66.64,494.3
27.48,61.41,1012.2,45.06,452.24
22.75,59.39,1015.4,81.41,440.26
16.17,38.01,1022.19,70.99,462.54
23.03,68.08,1012.63,70.37,441.71
29.14,67.45,1015.51,46.47,433.34
16.65,56.89,1013.52,87.44,452.52
15.37,50.59,1019.02,98.2,463.35
14.03,49.83,1006.64,90.01,463.71
14.12,39.4,1008.02,76.45,468.63
21.55,60.27,1017.42,92.59,443.93
16.32,43.14,1014.72,70.43,465.38
20,56.53,1020.43,75.94,454.86
17.69,44.34,1019.31,61.12,464.13
26.38,71.58,1011.02,80.9,434.26
8.52,38.5,1013.16,64.06,482.96
26.85,57.19,1007.9,60.04,438.01
21.76,60.27,1018.96,85.06,446.86
16.85,49.78,1005.61,100.1,455.33
24.08,49.3,1003.23,70.42,443.46
13.01,41.58,1020.82,78.41,464.64
21.01,60.1,1010.93,78.6,450.99
22.75,58.86,1016,67.34,448.32
25.54,60.37,1006.49,71.54,436.14
10.47,41.06,1022.24,81.16,477.47
25.22,69.88,1007.17,80.26,443.24
13.7,44.47,1027.51,70.77,468.79
6.58,40.67,1020.18,71.07,494.84
25.76,73.5,1011.44,81.36,437
9.64,39.35,1015.1,91.76,479.81
16.17,41.79,1005.78,78.8,454.72
10.99,44.63,1020.67,90.09,473.29
15.33,43.13,1015.41,53.17,466.86
18.96,44.58,1016.66,71.95,461.96
7.41,39.16,1015.23,90.66,486.91
23.94,63.21,1013.52,83.12,440.15
20.08,49.69,1008.34,69.88,453.54
29.32,71.29,1008.34,51.51,432.17
16.99,40.89,1011.54,64.51,464.95
30.56,72.39,999.96,69.81,430.85
31.09,74.22,1007.56,46.36,430.3
17.49,40.55,1001.73,73.15,462.37
16.16,52.05,1013.19,75.37,463.09
23.63,63.57,1011.05,87.96,449.01
11.62,39.72,1018.4,68.06,471.56
6.79,38.5,1012.61,72.46,488.69
27.49,71.94,1008.25,68.29,428.27
25.89,63.56,1013.82,64.51,443.82
19.51,50.16,1010.33,94.37,448.28
3.6,35.19,1018.73,99.1,488.98
24.01,65.18,1012.57,76.02,437.27
23.41,54.42,1012.86,70.12,454.68
21.62,58.59,1012.93,67.05,445.92
27.24,68.08,1013.23,51.96,445.25
28.54,58.33,1013.9,49.4,439.28
10.32,41.46,1017.98,87.66,479.61
29.87,69.13,1001.08,72.75,426.47
24.45,65.12,1015.92,57.19,445.01
25.3,59.43,1009.15,58.3,442.5
31.05,69.13,1000.38,58.49,426.31
13.48,39.85,1012.71,58.91,475.74
14.66,42.77,1019.37,79.79,463.6
7.49,39.81,1019.03,87.29,483.59
28.43,63.31,1013.44,49.99,432.62
6.49,36.3,1016.52,69.1,483.43
14.22,40.83,1009.2,81.32,469.75
24.19,50.23,1015.73,59.77,458.31
23.12,69.71,1008.98,84.41,442.21
22.49,62.52,1016.57,63.69,451.87
6.43,39.61,1017.51,83.8,480.58
33.61,69.88,1007.4,42.51,435.99
7.19,38.91,1016.53,88.61,486.05
19.6,60.95,1015.4,84.26,456.06
27.94,49.16,1004.22,35.46,436.75
16.01,49.64,1026.35,77.75,457.8
8.77,42.49,1010.7,86.78,469.1
10.95,40.22,1010.04,78.96,477.23
22.3,67.25,1017.33,75.85,453.27
11.8,43.22,1008.57,78.01,469.55
18.28,60.1,1009.72,85.79,452.93
23.33,54.2,1012.47,79.48,440.11
23.81,73.17,1012.13,86.13,438.11
29.01,64.79,1017.62,44.31,442.12
33.27,66.44,1010.63,43.47,430.11
2.34,39.42,1028.47,69.68,490.34
7.04,41.74,1021.91,88.55,488.99
18.88,44.06,1013.81,68.54,451.13
9.87,40.81,1017.17,84.25,473.2
32.92,69.05,1000.74,39.61,426.61
27.82,52.84,1006.23,52.18,440.31
31.93,70.4,1005.27,73.71,432.29
25.66,61.08,1013,71.21,446.05
11.99,38.28,1013.65,91.31,469.23
20.58,50.9,1011.89,72.56,452.6
13.63,43.22,1012.71,72.85,464.62
23.25,72.99,1009.17,89.85,438.51
24.42,64.79,1016.12,69.32,449.1
26.38,59.92,1009.99,71.91,444.85
22.48,50.05,1005.55,82.36,442.56
14.12,39.52,1016.79,75.89,472.32
15.47,43.13,1015.11,50.5,466.63
19.46,56.89,1014.02,84.95,447.86
16.03,65.46,1013.96,87.56,455.17
23.39,69.13,1010.99,90.66,434.5
24.42,64.79,1016.12,69.32,449.1
13.12,39.18,1023.11,64.33,471.44
23.99,45.87,1007.63,52.62,443.66
13.72,45.09,1012.95,87.41,466.24
26.65,74.67,1015.73,77.32,435.9
17.9,52.08,1006.41,100.09,451.94
15.25,41.17,1016,62.05,468.76
14.47,48.14,1017.28,87.36,457.45
27.2,65.18,1011.47,47.14,436.99
15.62,40.89,1007.01,79.21,466.15
28.89,70.72,1009.36,70.33,433.02
13.95,41.49,1019.95,86.46,465.24
15.12,39.16,1006.55,76.99,463.78
25.77,63.31,1012.76,65.98,439.98
14.19,43.71,1024.38,83.03,467.8
27.51,49.3,1003.74,61.27,437.09
19.19,50.16,1011.12,99.91,449.52
20.12,45.09,1013.73,57.78,448.35
14.49,44.84,1024.09,86.55,465.72
19.39,60.1,1010.28,83.31,452.57
23.01,58.79,1009.71,84.22,444.64
29.82,43.21,1011.52,63.54,433.31
14.8,40.2,1012.87,88.35,466.27
7.53,41.16,1023.19,91.28,475.7
31.26,76.09,1006.66,63.91,430.36
15.75,39.16,1016.31,77.99,468.87
10.81,45,1023.45,85.89,482.63
30.91,76.2,1008.53,58.08,434.94
28.08,59.14,1016.16,58.08,438.83
22.41,70.98,1005.67,95.03,441.51
12.24,41.2,1012.48,89.85,473.22
23.06,63.9,1013.54,65.28,447.36
28.8,71.77,1006.41,66.03,426.87
20.74,49.69,1010.91,69.1,454.59
15.85,46.18,1013.14,97.8,462.88
9.41,39.61,1016.14,78.38,477.34
21.6,66.86,1013.02,54.19,450.84
21.24,41.67,1012.6,49.27,459.81
12.07,41.17,1013.54,71.32,479.28
13.93,44.21,1022.26,82.4,469.12
26.96,72.58,1009.23,89.62,429.03
10.64,41.04,1025,93.59,468.88
30.24,67.32,1014.07,46.53,437.18
17.57,46.21,1014.09,80.81,453.29
8.28,40.77,1011.55,89.79,480.15
13.93,38.91,1013.04,73.51,470.39
22.73,66.75,1018.13,84.06,437.93
16.44,44,1024.48,76.51,460.33
27.74,74.78,1010.05,60.82,436.87
15.15,37.64,1014.37,89.82,463.98
20.98,60.1,1011.07,79.44,450.95
26,69.88,1007.99,87.07,434.79
30.22,70.32,1011.63,65.97,435.98
5.41,45.87,1008.47,97.51,479.48
20.76,44.58,1017.09,57.47,462.01
10.9,41.46,1016.66,86.2,479.45
28.54,58.33,1013.9,49.4,439.28
12.77,36.71,1013.29,86.4,475.59
6.49,39.33,1010.85,91.85,489.22
15.82,44.2,1018.96,66.73,460.2
5.51,41.03,1022.28,84.5,491.84
24.97,63.86,1018.64,52.01,441.61
13.38,40.12,1013.92,96.96,468.15
18.43,56.03,1020.41,60.55,465.17
16.21,50.9,1012.46,84.45,462.68
24.37,65.61,1014.5,65.67,443.13
32.81,75.08,1005.09,42,433.37
27.97,69.48,1010.4,57.24,432.18
26.12,66.75,1017.86,79.02,433.67
12.29,42.18,1016.53,83.13,468.75
13.35,39.18,1023.24,61.98,469.34
22.02,64.45,1012.57,47.87,454.9
27.76,65.59,1010.8,67.29,439.03
30.33,70.36,1006.72,70.31,438.47
15.3,41.76,1022.57,71.56,466.59
15.84,41.66,1009.69,62.81,465.5
22.68,58.82,1010.11,82.8,443.86
32.84,74.67,1015.89,31.81,430.88
24.96,68.12,1011.27,70.22,437.62
30.29,74.16,1008.77,75.23,431.39
19.67,44.71,1015.46,31.46,464.99
18.03,53.16,1013.1,81.42,457.73
9.01,38.56,1016.67,63.61,482.37
27.29,62.66,1007.63,58.02,439.58
20.61,44.63,1008.54,77.54,456.68
9.66,41.82,1033.19,73.19,477.67
29.72,68.08,1010.72,53.46,430.36
28.11,69.84,1004.68,67.08,427.33
24.73,48.6,1004.03,63.37,439.99
5.71,40.77,1022.51,89.58,485.75
9.43,41.4,1028.03,84.98,474.16
25.99,59.54,1007.78,74.48,441.32
19.61,56.53,1019.69,77.13,454.22
14.32,44.6,1013.85,68.13,466.36
20.86,51.3,1012.03,92.46,449.67
15.12,41.79,1007.16,82.35,455.63
15.29,41.35,1006.32,82.56,466.27
29.09,67.07,1005.99,41.39,429.93
16.18,41.66,1010.01,65.62,465.82
32.11,78.05,1010.36,58.78,431.31
30.87,67.32,1013.78,34.54,436.96
10.77,44.78,1012.87,84.16,470.66
19.44,60.07,1014.8,69.06,452.89
16.44,43.96,1013.66,76.31,468.57
21.94,56.85,1011.01,77.72,442.63
33.8,64.96,1004.88,49.37,427.28
13.25,44.92,1024.11,89.34,469.18
15.17,49.15,1021.91,91.73,461.89
4.99,41.03,1022.33,83.11,493.16
13.18,40.73,1017.62,94.4,465.96
27.35,60.75,1008.98,67.56,435.14
31,77.95,1010.14,65.97,431.62
29.45,68.24,1007.45,32.81,432.53
24.6,75.23,1012.04,76.77,434.07
32.2,72.29,1008.61,69.94,432.52
12.99,42.34,1018.04,96.25,465.98
30.31,70.36,1006.55,59.92,439.11
25.02,59.44,1012.49,73.65,444.08
29.09,70.02,1010.13,48.06,443.27
28.87,72.58,1008.69,79.34,428.89
27.96,68.51,1007.26,63.21,432.07
31.76,66.54,1003.02,49.64,430.18
19.43,52.9,1017.16,67.41,458.46
26.85,71.73,1010.06,65.24,429.97
14.63,40,1018.03,63.4,457.09
26.08,52.3,1007.03,63.34,442.44
13.55,40.71,1019.13,75.44,467.21
22.86,47.43,1009.75,61.54,452.53
22.18,59.8,1016.77,73.16,453.24
30.28,70.98,1007.51,74.28,432.64
24.31,65.34,1013.82,63.85,449.88
28.65,68.27,1006.96,52.78,432.73
27.45,59.74,1011.34,58.58,450.46
19.2,61.27,1020.02,65.53,455.2
14.09,41.2,1016.45,67.27,472.42
13.52,42.07,1017.91,90.21,464.07
16.37,39.99,1007.05,80.61,464.69
26.85,63.56,1013.25,52.84,444.39
24.66,63.73,1011.4,74.52,444.37
23.86,73.5,1011.34,87.32,438.62
27.41,74.67,1016.57,80.16,429.21
14.2,42.86,1031.96,69.59,468.63
31.52,76.2,1008.31,57.35,435.31
18.01,62.26,1011.89,89.29,451.14
26.25,66.56,1008.29,60.65,436.3
14.42,41.16,1004.32,88.42,467.25
20.55,46.21,1013.21,73.18,448.66
33.4,70.8,1009.17,57.01,432.46
29.42,69.14,1007.32,75.04,437.75
23.22,59.15,1014.58,75.18,443.7
6.91,36.08,1021.82,84.31,486.37
26.7,49.02,1007.68,67.97,438.92
14.08,40.73,1017.52,91.49,461.58
18.4,43.69,1016.59,52.44,462.05
24.75,52.84,1005.47,69.61,442.6
31.68,74.16,1011.3,55.94,434.61
10.58,41.49,1020.43,91.9,473.19
9.19,40.62,1017.78,68.91,475.42
28.37,75.6,1017.48,55.19,439.25
7.19,39.4,1011.45,90.65,483.04
7.06,41.74,1021.95,90.38,448.97
15.94,41.76,1023.32,67.17,462.44
15.3,41.76,1022.57,71.56,466.59
28.26,69.23,1013.01,42.1,436.31
6.72,39.85,1011.84,84.66,489.09
24.43,58.95,1017.18,57.73,441.4
26.8,49.3,1003.86,62.75,438.56
29.09,75.33,1001.61,71.06,433.29
12.12,38.28,1013.7,91.27,469.59
23.76,70.32,1012.13,78.84,434.64
21.45,45.09,1013.83,52.26,453.15
24.96,70.47,1007.73,76.48,438.23
7.64,42.28,1008.49,83.42,483.74
17.17,63.09,1020.54,95.98,446.75
28.4,75.23,1011.12,55.01,441.78
9.2,40.03,1017.05,92.46,480.38
31.61,69.04,1008.11,47.96,439.19
7.52,41.66,1015.2,78.41,483.28
30.27,70.32,1007.93,51.61,430.22
24.49,65.59,1011.52,85.12,441.8
14.75,41.16,1009.58,86.96,468.14
24.98,60.32,1016.39,63.12,446.46
20.96,69.48,1011.04,82.63,444.31
10.9,41.93,1014.96,96.24,477.93
20.03,69.45,1013.47,86.66,441.54
25.7,69.45,1013.86,56.91,437.04
8.22,41.03,1021.76,82.97,485.5
4.47,35.19,1018.78,92.68,487.43
8.27,40.69,1020.13,86.1,484.97
24.27,60.37,1005.13,77.16,437.78
24.33,46.93,1013.51,52.63,449.07
28.44,69.4,1003.98,73.51,433.44
16.6,53.16,1014.5,76.75,457.26
17.79,45.01,1015.71,67.13,454.4
7.32,41.22,1015.42,97.25,484.21
31.33,58.9,1003.77,52.34,439.54
28.88,71.98,1005.37,74.24,428.61
28.56,65.27,1013.28,49.95,437.45
7.28,40.67,1020.16,72.7,493.3
9.18,42.18,1017.4,87.3,475.57
30.54,67.45,1014.37,32.97,431.35
10.09,37.14,1012.99,72.59,473.66
29.39,68.24,1009.06,66.76,427.96
20.04,49.39,1020.62,78.84,449.63
19.95,58.46,1017.45,89.46,447.1
25.32,54.5,1015.5,68.17,451.52
20.11,57.25,1010.36,88.89,451.95
22.05,48.14,1015.81,69.94,447.37
31.98,70.17,999.43,59.42,430.92
22.56,60.29,1018.19,67.53,447.15
27.37,71.06,1008.4,87.52,432.14
25.87,67.79,1011.16,79.88,445.87
15.94,41.76,1023.32,67.17,462.44
16.38,45.64,1020.47,89.28,462.58
24.33,46.93,1013.83,44.59,447.54
24.17,71.58,1010.16,89.96,436.27
22.87,71.29,1008.1,73.1,442.27
24.31,65.94,1011.5,61.61,442.69
29.01,66.44,1011.21,71.56,430.61
26.65,74.16,1008.27,94.54,431.47
25.72,47.45,1007.74,58.35,442.78
17.48,49.39,1021.51,84.53,460.01
13.04,41.04,1026.27,69.75,464.91
27.15,73.9,1007.57,74.42,433.09
22.92,58.62,1016.37,71.38,447.48
26.76,49.02,1007.96,70.05,439.4
15.89,41.7,1018.93,82.68,463.33
27.65,67.07,1005.65,60.42,439.03
9.22,40.92,1021.83,85.43,474.51
27.97,66.17,1010.81,63.73,441.7
25.28,49.5,1013.95,52.79,454.01
13.15,42.44,1014.51,99.53,469.34
10.11,42.49,1010.22,82.11,483.56
13.72,34.03,1018.57,65.95,469.25
15.12,41.04,1025.95,69.67,460.58
10.29,41.74,1019.9,80.51,480.62
23.68,68.3,1017.93,84.16,438.65
32.82,68.31,1010.44,41.85,441.06
13.65,42.86,1015.41,87.67,471.75
11.17,40.27,1009.54,74.56,476.18
22.24,60.07,1015.93,62.25,446.14
22.43,69.84,1006.94,75.54,436.19
25.02,60.29,1017.49,54.75,445.61
20.19,58.86,1014.3,71.64,450.67
10.75,45,1023.68,89.37,481.96
25.76,71.06,1007.93,90.4,433.75
13.18,43.72,1010.59,99.09,464.7
22.46,58.49,1011.5,70.54,448.46
21.73,64.63,1020.84,68.9,450.36
19.24,58.33,1013.65,85.47,449.26
21.04,65.46,1017.22,63.02,452.12
21.87,61.45,1011.13,92.22,445.21
18.1,48.06,1015.47,82.47,454.04
12.57,41.66,1009.11,70.74,475.61
13.67,38.53,1009.3,81.85,470.39
19.23,41.67,1012.53,48.86,465.66
8.42,42.28,1008.4,87.78,481.91
33.11,69.75,1008.88,42.08,437.19
22.52,64.27,1014.34,82.77,445.4
35.77,73.56,1006.36,36.31,430.14
5.5,39.04,1021.46,78.91,478.65
9.43,43.69,1017.28,91.8,478.48
13.81,40.2,1013.66,88.16,464.23
22.64,62.44,1011.82,75.07,448.13
27.06,61.41,1011.99,45.23,452.85
29.67,71.98,1005.16,67.75,425.14
28.55,72.43,1007.2,65.82,430.06
16.38,47.45,1010.08,88.86,450.69
10.12,43.72,1011.33,97.62,473.05
9.11,36.66,1026.47,74.79,480.74
23.77,64.15,1021.02,55.87,448.43
13.67,54.3,1015.92,75.42,467.87
8.03,40.67,1020.13,70.87,492.26
10.62,39.64,1010.51,68.55,478.37
11.97,45.51,1016.84,81.47,472.82
18.94,48.7,1007.82,92.88,453.36
19.58,52.9,1017.46,64.64,458.28
22.71,75.23,1010.48,76.86,444
18.38,62.1,1020.12,77.27,452.91
13.67,42.32,1015.41,79.04,464.56
24.87,65.75,1006.45,65.75,435.6
17.72,50.9,1012.02,85.55,456.4
30.3,73.9,1006.72,55.13,440.79
14.57,41.79,1007.61,82.85,457.21
25.23,58.82,1010.9,70.47,442.64
31.24,71.98,1004.66,57.17,426.93
30.72,71.58,1009.98,50.39,430.46
12.27,41.17,1019.39,52.18,473.84
26.88,61.5,1009.17,61.26,440.13
10.64,41.04,1025,93.59,468.88
17.28,44.92,1024.39,76.08,459.26
14.74,42.77,1017.71,76.59,463.61
20.8,50.9,1012.07,73.16,457
20.64,49.21,1014.86,58.47,454.2
15.37,43.67,1011.9,91.48,468.23
13.85,48.06,1011.13,75.2,462.39
28.07,66.17,1010.58,64.11,443.77
29.53,71.97,1008.6,79.25,434.96
13.24,39.16,1016.52,86.66,474.48
31.6,73.17,1010.05,43.48,433.37
24.79,59.21,1017.9,53.83,446.04
22.4,58.12,1015.24,78.03,449.13
17.65,59.87,1018.58,94.65,450.93
27.66,76.86,1001.31,69.47,436.64
25.47,70.36,1005.79,77.73,437.02
18.67,58.46,1016.73,87.7,447.16
18.68,59.14,1016.96,77.09,452.85
28.41,66.91,1008.22,57.93,440.52
29.05,65.74,1013.29,60.02,440.74
20.76,59.04,1012.51,85.39,448.92
7.71,40.71,1021.53,95.48,471.38
25.56,74.99,1005.41,85.75,433.63
25.27,69.89,1015.21,79.33,436.33
10.07,40.92,1021.43,97.15,467.01
12.7,39.72,1017.89,62.97,467.77
33.74,69.98,1012.51,43.3,425.35
22.31,51.19,1009.38,79.72,444.74
22.63,45.61,1014.14,73.06,457.88
28.69,71.29,1009.22,68.35,433.07
31.54,77.24,1007.83,62.98,430.07
19.31,44.71,1016.13,30.59,463
10.03,43.72,1011.46,96.89,473.26
9.51,40.81,1015.69,82.52,475.29
20.61,63.86,1015.43,73.86,446.34
18.6,56.85,1012.34,80.24,450.26
20.01,68.63,1012.34,69.49,454.5
23.49,47.45,1008.46,66.18,446.72
26.56,56.57,1013.73,63.9,442.74
15.11,40.71,1017.96,69.31,465.42
11.43,40.22,1010.84,81.04,477.5
18.73,46.48,1007.19,79.23,450.74
33.43,69.88,1006.86,44.84,435.59
14,43.34,1016.37,85.51,463.99
17.01,49.15,1021.83,84.02,458.78
18.53,48.98,1014.24,74.29,452.73
11.24,25.36,1009.26,97.47,469.92
25.27,63.91,1009.82,75.48,440.39
27.47,66.86,1006.1,70.2,437.45
17.42,44.06,1016.63,82.15,456.57
20.74,49.69,1010.91,69.1,454.59
21.45,69.94,1010.5,82.17,443.31
11.98,44.58,1016.45,78.8,477.56
25.41,69.14,1006.4,87.4,436.59
22.78,58.59,1012.84,65.55,445.45
26.45,71.37,1008,77.06,438.36
23.76,58.41,1013.85,85.38,445.85
23.67,71.77,1004.76,86.13,434.47
14.47,44.66,1016.33,93.52,464.41
21.4,47.93,1005.16,88.44,445.2
12.42,43.14,1015.88,79.48,471.1
19.98,49.15,1021.56,63.89,457.54
12.83,44.88,1017.86,87.88,474.26
24.27,60.23,1011.84,77.8,438.99
12.54,41.62,1010.86,83.42,461.08
21.5,45.38,1013.88,64.28,460.18
26,69.88,1007.99,87.07,434.79
33.43,66.44,1010.29,53.45,433.01
17.75,42.24,1016.86,61.52,468.86
24.44,52.84,1006.39,49.05,440.2
25.2,57.5,1015.19,59.62,446.26
10.03,41.79,1020.35,66.42,475.42
14.57,44.84,1023.46,87.2,464.58
22.18,62.91,1012.14,68.86,449.77
17.67,50.88,1015.64,90.55,456.16
21.63,60.84,1018.16,77.53,445.93
31.35,68.67,1005.26,66.85,433.73
25.14,49.02,1007.56,79.02,438.53
25.89,66.49,1013.08,63.16,434.67
13.43,43.69,1016.21,73.01,475.36
21.75,59.8,1016.65,72.94,453.17
31.7,70.36,1006.26,58.18,438.38
14.41,46.18,1016.25,88.88,462.49
27.22,67.9,1005.73,57.29,441.22
25.21,63.21,1012.24,85.14,441.04
25.77,58.59,1012.51,55.84,449.65
25.56,75.6,1017.37,69.31,442.2
24.34,66.05,1019.26,74.58,440.67
25.43,70.17,1000.46,87.84,436.43
25.31,65.48,1018.31,55.57,439.72
11.86,40.55,1019.82,91.45,473.31
15.28,43.71,1024.32,81.24,463.44
15.36,41.66,1012.41,62.32,466.7
27.97,66.17,1010.81,63.73,441.7
19.75,57.32,1010.76,79.29,443.63
21.9,66.54,1004.76,89.99,439.06
12.03,41.58,1015.09,90.43,464.02
5.12,40.78,1025.45,96.88,481.28
19.7,54.42,1011.83,89.86,450.48
15.28,40,1016.65,65,458.76
25.99,59.54,1007.78,74.48,441.32
5.4,39.4,1011.45,91.84,485.86
3.82,35.47,1016.62,84.34,489.04
30.13,78.05,1010.99,61.5,434.14
25.34,65.61,1014.61,57.51,442.82
21.81,63.77,1014.28,83.66,444.52
11.54,40.77,1022.13,83.5,465.61
22.07,48.41,1008.71,81.29,444.01
23.86,59.21,1013.02,73.6,441.22
16.38,45.64,1020.47,89.28,462.58
21.67,62.39,1007.98,92.96,445.85
8.51,34.69,1026.96,75.34,481.83
26.05,58.59,1012.32,49.83,452.41
26.13,57.32,1012.27,45.78,441.6
13.4,41.78,1010.2,64.57,466.68
27.55,68.08,1011.42,60.71,432.59
24.35,51.86,1014.34,67.22,442.81
19.01,58.46,1017.14,90.99,446.18
27.18,61.41,1012.17,46.11,449.7
23.73,63.94,1010.7,87.1,441.78
25.28,66.25,1009.77,84.55,439.77
23.45,69.05,1003.03,66.41,440.24
10.24,41.17,1019.73,82.04,479.78
22.35,63.94,1010.32,93.02,443.9
13.42,48.04,1011.63,99.32,461.36
29.99,74.9,1003.84,64.43,435.87
6.1,43.65,1018.07,75.85,485.24
23.39,69.13,1010.99,90.66,434.5
6.45,35.77,1018.86,67.84,483.12
27.75,70.4,1006.65,90.21,436.53
20.37,44.58,1016.77,66.22,463.2
16.37,44,1024.61,78.26,460.14
29.01,64.79,1017.62,44.31,442.12
28.18,73.03,1014.18,67.72,439.74
30.1,66.25,1009.38,65.41,434.99
14.62,42.86,1015.56,84.5,470.79
24.79,75.6,1017.07,68.23,440.05
13.48,39.85,1012.71,58.91,475.74
11.36,40.75,1016.34,85.19,477.5
32.07,71.29,1008.43,44.95,426.96
22.89,65.34,1015.53,61,450.53
14.22,40.83,1009.2,81.32,469.75
13.2,44.9,1022.43,87.68,468.92
6.79,39.37,1019.79,72.39,487.3
8.61,41.04,1024.81,95.6,473.62
23.05,65.94,1010.99,69.73,442.39
13.78,39.85,1012.7,71.99,474.9
9.77,39.04,1023.73,76.06,483.87
23.75,59.07,1007.73,88.82,443.54
27.78,77.17,1009.11,86.54,430.33
22.06,59.39,1015.26,85.04,441.31
12.09,40.6,1013.85,85.72,474.35
2.34,39.42,1028.47,69.68,490.34
9.43,43.69,1017.28,91.8,478.48
23.77,51.43,1006.67,84.09,441.54
25.96,63.77,1013.24,65.43,445.26
12.64,40.69,1015.86,82.06,474.08
28.29,69.13,1009.29,58.18,429.28
11.72,41.54,1020.04,66.84,476.12
21.54,58.41,1013.99,86.34,450.69
11.21,41.06,1021.75,77,474.03
13.15,40.78,1024.13,79.59,462.3
10.82,41.55,1004.55,65.14,475.44
20.34,59.8,1015.18,80.21,453.54
29.63,66.75,1018.08,58.46,433.26
22.21,61.5,1008.34,76.22,445.77
17.5,42.23,1013.37,86.87,462.57
24.19,68.94,1007.37,70.83,439.52
29.82,43.21,1011.52,63.54,433.31
30.33,70.32,1007.75,52.49,430.1
16.26,38.58,1016.04,76.7,462.54
25.32,60.37,1006.19,73.94,438.5
30.62,64.69,1006.23,52.06,435.84
23.04,59.43,1010.23,68.99,442.99
19.45,58.95,1017.79,93.46,445.1
22.5,64.69,1007.03,74.92,440.73
19.08,46.93,1010.6,75.21,454.45
12.74,39.13,1008.19,94.81,468.57
28.48,54.2,1013.14,49.51,440.55
7.8,43.65,1018.92,60.77,479.78
23.48,51.43,1007.13,84.83,441.78
12.28,41.49,1019.73,94.79,467.44
15.69,37.87,1022.63,87.71,462.16
23.96,47.43,1008.38,63.55,446.86
22.79,69.13,1010.87,91.47,438.08
25.96,71.64,1003.84,86.83,432.93
13.89,43.7,1015.12,64.99,470.88
30.9,73.42,1011.21,65.32,433.44
22.84,71.25,1001.9,96.45,433.85
7.95,41.26,1008.48,97.92,480.6
14.45,39.58,1012.41,79,467.62
26.91,65.34,1014.19,50.7,443.6
13.15,41.14,1026.72,80.31,461.49
29.58,76.2,1008.37,60.73,433.91
12.39,49.83,1007.6,92.43,468.43
13.44,39.39,1012.93,84.29,469.67
24.65,72.43,1007.99,90.05,437.59
12.52,41.44,1016.08,68.94,477.18
25.77,73.68,1014.18,87.53,429.84
3.99,39.9,1009.74,96.81,490.91
13.31,42.18,1016,83.94,466.56
18.85,48.06,1012.52,67.88,451.77
5.05,35.57,1027.03,80.02,491.4
27.58,57.19,1007.88,52.95,435.7
32.07,67.83,1007.91,41.61,429.31
17.46,39.99,1008.52,69.73,461.01
12.31,40.64,1020.71,94.6,475.65
20.78,68.28,1008.75,60.87,450.57
14.01,43.34,1016.95,83.41,463.81
9.19,41.01,1022.14,98.98,468.37
19.87,49.69,1012.23,68.57,456.03
19.13,58.66,1013.32,74.86,453.92
28.39,65.51,1014.52,66.48,438.78
23.69,73.67,1007.19,86.73,437.57
30.61,68.84,1011.18,52.5,439.9
16.5,49.39,1018.35,93.42,462.48
24.1,71.29,1007.96,67.56,442.8
4.87,42.85,1012.69,94.72,482.05
11.2,41.38,1021.65,61.89,476.87
15.19,41.43,1011.34,89.67,470.41
11.77,40.92,1021.85,81.55,467.31
23.24,68.31,1009.71,80.8,440.78
26.8,68.31,1011.04,61.48,447.85
30,61.5,1009.4,48.63,435.6
20.38,66.54,1013.95,77.8,448.93
8.36,40.22,1011.6,89.18,484.66
24.72,68.67,1006.74,79.02,443.06
14.32,44.6,1013.85,68.13,466.36
19.11,60.29,1017.1,76.62,454.16
22.34,63.73,1014.37,83.19,444.39
29.98,76.09,1007.62,75.6,432
24.75,58.79,1009.87,71.97,444.79
6.23,40.96,1022.49,93.15,488.82
18.79,49.15,1021.69,70.16,458.75
17.32,45,1022.19,40.45,469.38
25.77,69.04,1009.66,65.49,445.35
6.49,36.3,1016.52,69.1,483.43
23.45,66.48,1003.66,75.83,435.13
26.13,48.06,1013.5,47.67,440.99
14.81,43.7,1015.1,60.72,469.5
25.03,61.86,1012.84,80.85,439.55
27.54,66.93,1017.06,55.2,450.22
30.78,73.67,1005.97,58.7,427.15
15.74,71.14,1019.65,65.94,457.29
15.04,38.01,1022.46,78.29,468.12
23.48,70.79,1006.7,88.57,432.25
19.31,67.71,1005.31,77.15,446.23
22.69,64.45,1012.82,45.03,450.65
22.25,59.8,1016.79,69.02,451.64
23.22,63.07,1012.91,77.59,446.62
7.47,40.64,1020.47,94.8,478.08
12.82,46.18,1018.53,88.46,466.06
13.45,41.16,1022.04,82.96,460.57
30.16,69.34,1007.67,57.69,433.54
12.86,40.6,1013.6,84.85,472.04
18.36,53.16,1013.31,83.18,458.47
12.52,40.24,1020.45,97.41,470.56
26.21,70.32,1007,78.29,430.4
24.99,60.37,1005.66,74.87,437.67
22.97,63.94,1010.5,88.47,440.81
32.51,71.22,1005.62,47.6,433.76
12.52,42.34,1018.67,95.29,464.71
